firm_id,year,tinh,nganh_kd,firm_ownership,soe,private,fdi,ma_thue,region,big_city,firmage,Output,Labor,Capital,Leverage,Wage,Size,lnOutput,lnLabor,lnCapital,lnWage,lnSize,lnVA,lnSales,VA,equity,export,import
3600484622,2016,75,31001,,0.0,0.0,0.0,3600484622.0,North Southeast,0.0,16.0,70094.0,49,8475.0,0.2806320786476135,118.30612182617188,24174.0,11.157592477348064,3.8918202981106265,9.044875932248651,4.7732755179647315,10.093032954419403,9.535390480896702,11.157592477348064,13841.0,17390.0,,
3600484622,2017,75,31001,,0.0,0.0,0.0,3600484622.0,North Southeast,0.0,17.0,51140.0,44,3863.0,0.3293849229812622,91.63043212890625,15787.0,10.842322248845178,3.784189633918261,8.259199362666282,4.517763444985932,9.666942095531727,8.840001065843392,10.842322248845178,6905.0,10587.0,2245.7,2244.8
3600484622,2018,75,31001,,0.0,0.0,0.0,3600484622.0,North Southeast,0.0,18.0,66674.0,50,3388.800048828125,0.538677453994751,101.23999786376953,23440.0,11.107570350812507,3.912023005428146,8.128231169815765,4.617493914576267,10.06219924369095,9.382047444310313,11.107570350812507,11873.2998046875,10813.4,2873.0,1.0
3600485552,2012,75,31001,2.0,0.0,1.0,0.0,3600485552.0,North Southeast,0.0,12.0,5356.0,32,2498.0,0.1246725544333458,36.82191848754883,10307.0,8.585972706811063,3.4657359027997265,7.823245690685523,3.6060932789437055,9.240578555036793,7.3777589082278725,8.585972706811063,1600.0,9022.0,,
3600485552,2013,75,31001,2.0,0.0,1.0,0.0,3600485552.0,North Southeast,0.0,13.0,6210.0,26,14386.0,0.34578248858451843,43.82758712768555,14914.0,8.733916174927524,3.258096538021482,9.574010790427302,3.7802634622123272,9.61005564810374,7.4342573821331355,8.733916174927524,1693.0,9757.0,,
3600489596,2012,75,31001,2.0,0.0,1.0,0.0,3600489596.0,North Southeast,0.0,12.0,2501.0,37,4901.0,0.6863905191421509,25.2702693939209,6929.0,7.824445930877619,3.6109179126442243,8.497194544909547,3.229628581965396,8.843470781627381,7.029087564149662,7.824445930877619,1129.0,2173.0,,
3600489596,2013,75,31001,2.0,0.0,1.0,0.0,3600489596.0,North Southeast,0.0,13.0,2731.0,15,6454.0,0.7055356502532959,56.66666793823242,7804.0,7.912423121473705,2.70805020110221,8.772455372611907,4.037186170821547,8.962391701743002,6.9874902470009905,7.912423121473705,1083.0,2298.0,,
3600493024,2012,75,31001,2.0,0.0,1.0,0.0,3600493024.0,North Southeast,0.0,11.0,187108.0,951,177352.0,0.592849612236023,44.166568756103516,108805.0,12.139441269231574,6.85751406254539,12.085891737273789,3.787968139912771,11.597312568230393,10.838874780101271,12.139441269231574,50964.0,44300.0,,
3600493024,2013,75,31001,2.0,0.0,1.0,0.0,3600493024.0,North Southeast,0.0,12.0,221384.0,1021,190809.0,0.7366869449615479,54.410316467285156,149252.0,12.30765402925592,6.928537818164665,12.159028206695183,3.9965537768250683,11.913391431500074,11.01094394985813,12.3245176842364,60533.0,39300.0,,
3600493024,2014,75,31001,2.0,0.0,1.0,0.0,3600493024.0,North Southeast,0.0,13.0,455638.0,1092,209966.0,0.7255171537399292,71.99083709716797,194912.0,13.029453913573963,6.9957661563048505,12.25470089182971,4.2765388483781575,12.180303453636212,11.51023184041874,13.029453913573963,99731.0,53500.0,,
3600493024,2015,75,31001,2.0,0.0,1.0,0.0,3600493024.0,North Southeast,0.0,14.0,532668.0,1220,271171.0,0.7140011787414551,84.87700653076172,226924.0,13.185653619766025,7.106606137727303,12.510504897177334,4.441203226609863,12.332370438642803,11.685466009909078,13.185653619766025,118832.0,64900.0,,
3600493024,2016,75,31001,2.0,0.0,1.0,0.0,3600493024.0,North Southeast,0.0,15.0,644980.0,1374,612051.0,0.6902201771736145,97.10993957519531,266641.0,13.376974587545222,7.2254814727822945,13.324570891355767,4.57584373437556,12.493658463349627,12.073340933076215,13.384750718528629,175140.0,82600.0,,
3600493024,2017,75,31001,2.0,0.0,1.0,0.0,3600493024.0,North Southeast,0.0,16.0,604770.0,1517,293454.0,0.6680828928947449,86.44955444335938,280793.0,13.312603499442579,7.324489979348532,12.589476176835818,4.459561058193049,12.545373022048137,12.00579687207606,13.312603499442579,163701.0,93200.0,,
3600493024,2018,75,31001,2.0,0.0,1.0,0.0,3600493024.0,North Southeast,0.0,17.0,850017.0,1832,343927.90625,0.9515453577041626,111.58390808105469,348780.0,13.653011628266501,7.513163545234075,12.748187339537006,4.714776846728336,12.762196629923451,12.415944896421115,13.653011628266501,246704.09375,16900.0,34715.0,1559.0
3600505696,2012,75,31009,3.0,0.0,0.0,1.0,3600505696.0,North Southeast,0.0,12.0,24023.0,51,27969.0,0.1330893635749817,76.6336669921875,16395.0,10.086766983755195,3.9318256327243257,10.238852032964804,4.339036497056587,9.704731689278749,9.158099260130491,10.086766983755195,9491.0,14213.0,,
3600505696,2013,75,31009,3.0,0.0,0.0,1.0,3600505696.0,North Southeast,0.0,13.0,21970.0,42,26570.0,0.06610801070928574,82.32967376708984,16110.0,9.997433165378656,3.7376696182833684,10.187538038753859,4.41073159879902,9.68719547617102,9.018453210312527,9.997433165378656,8254.0,15045.0,,
3600512742,2012,75,31001,2.0,0.0,1.0,0.0,3600512742.0,North Southeast,0.0,12.0,5501.0,14,814.0,0.03525811120867729,89.83333587646484,4568.0,8.612685172875459,2.6390573296152584,6.70196036600254,4.497956129990383,8.426830751335846,7.305860032684009,8.612685172875459,1489.0,4561.0,,
3600529584,2012,75,31001,3.0,0.0,0.0,1.0,3600529584.0,North Southeast,0.0,10.0,1012996.0,2392,961593.0,0.7474851608276367,74.49699401855469,522397.0,13.828422834555699,7.779885115070522,13.776346563202475,4.3107587758272485,13.166183114201989,12.246465748089419,13.828422834555699,208244.0,131913.0,,
3600529584,2013,75,31001,3.0,0.0,0.0,1.0,3600529584.0,North Southeast,0.0,11.0,1282525.0,2726,1081487.0,0.6773563027381897,80.28498840332031,538777.0,14.06434134901446,7.9105906122564775,13.893847503960888,4.3855826595577225,13.19705703515361,12.650550111753883,14.06434134901446,311935.0,173833.0,,
3600529584,2014,75,31001,,0.0,0.0,0.0,3600529584.0,North Southeast,0.0,12.0,1370936.0,2673,1157223.0,0.6220092177391052,90.3547592163086,608872.0,14.131004276200288,7.890956716138919,13.961533727448302,4.503743690983631,13.319363343977017,12.857170516226411,14.131004276200288,383529.0,230148.0,,
3600529584,2015,75,31001,,0.0,0.0,0.0,3600529584.0,North Southeast,0.0,13.0,1642102.0,2948,1356885.0,0.5398576855659485,101.32396697998047,658016.0,14.311487686431809,7.988882253309227,14.12070218946317,4.618322977347479,13.396984526121244,13.184154377560535,14.311487686431809,531870.0,302781.0,,
3600529584,2016,75,31001,,0.0,0.0,0.0,3600529584.0,North Southeast,0.0,14.0,1544767.0,2738,2741686.0,0.43239590525627136,102.57087707519531,629666.0,14.250383647879664,7.914983005848394,14.445096139850364,4.630554043274232,13.352944799053727,13.240237075617404,14.250383647879664,562551.0,357401.0,,
3600529584,2017,75,31001,,0.0,0.0,0.0,3600529584.0,North Southeast,0.0,15.0,1492589.0,2686,1514859.0,0.479092538356781,102.18289184570312,592898.0,14.216022753961795,7.895808377083183,14.230832923287458,4.626764264986838,13.292777656439643,12.979976893932276,14.216022753961795,433643.0,308845.0,65712.0,12431.0
3600529584,2018,75,31001,,0.0,0.0,0.0,3600529584.0,North Southeast,0.0,16.0,1764973.0,2792,1628646.625,0.3842378556728363,32.85931396484375,639317.0,14.383645950782102,7.934513463882263,14.303259936489074,3.4922352348757775,13.368155697985815,12.632199488919733,14.383645950782102,306263.0,393667.2,73544.0,16424.0
3600592314,2012,75,31001,2.0,0.0,1.0,0.0,3600592314.0,North Southeast,0.0,11.0,55269.0,75,29779.0,1.2694826126098633,37.051429748535156,68561.0,10.919967451665618,4.31748811353631,10.30155872609058,3.6123069407015853,11.135479138929584,,10.919967451665618,-3408.0,-18476.0,,
3600592314,2013,75,31001,2.0,0.0,1.0,0.0,3600592314.0,North Southeast,0.0,12.0,14022.0,28,31401.0,1.098388433456421,70.96428680419922,60312.0,9.548382803766913,3.332204510175204,10.354595018522993,4.262176747735233,11.007286367891538,7.057036981697891,9.548382803766913,1161.0,-5934.0,,
3600633320,2012,75,31001,2.0,0.0,1.0,0.0,3600633320.0,North Southeast,0.0,10.0,66501.0,355,104437.0,0.6543622612953186,38.78630065917969,96957.0,11.104972264124868,5.872117789475416,11.556339297773926,3.658067108488956,11.482022860230412,9.763765609360991,11.104972264124868,17392.0,33512.0,,
3600633320,2013,75,31001,2.0,0.0,1.0,0.0,3600633320.0,North Southeast,0.0,11.0,83547.0,392,116414.0,0.6643998622894287,47.24155807495117,95435.0,11.333164626736153,5.971261839790462,11.664908081961116,3.8552739728968466,11.466200666463992,10.006585510539695,11.333164626736153,22172.0,32028.0,,
3600633320,2015,75,31001,2.0,0.0,1.0,0.0,3600633320.0,North Southeast,0.0,13.0,114697.0,544,148861.0,0.7015495896339417,53.60724639892578,105706.0,11.650049147587964,6.298949246855942,11.910768263612686,3.981684252948679,11.568416934674914,10.401167144632103,11.653391507234959,32898.0,31548.0,,
3600633320,2016,75,31001,2.0,0.0,1.0,0.0,3600633320.0,North Southeast,0.0,14.0,123694.0,352,296485.0,0.6529509425163269,64.11830139160156,86786.0,11.72556605275796,5.863631175598097,12.599751905920964,4.160729836305017,11.371200597317179,10.344770153509685,11.72556605275796,31094.0,30119.0,,
3600633320,2017,75,31001,2.0,0.0,1.0,0.0,3600633320.0,North Southeast,0.0,15.0,101178.0,445,135269.0,0.7154613733291626,61.505645751953125,82871.0,11.52463662089824,6.09807428216624,11.815020667433751,4.119128971443799,11.325040460863319,10.199026181265689,11.52463662089824,26877.0,23580.0,4273.0,
